"","idindicador","iddepto","nomdepto","idmpio","nommpio","year","value"
"13683","ttdiesti",2,"antioquia",48,"don matias",2009,13.67
"13684","pbehtaco",3,"arauca",NA,NA,2009,NA
"13685","ttdiesti",22,"norte de santander",794,"los patios",2009,11.11
"13686","ttdiesti",29,"tolima",996,"planadas",2009,27.23
"13687","ttdiesti",15,"guainia",NA,NA,2009,37.9419196
"13688","pcrparin",13,"choco",NA,"rio iro",2009,93.33
"13689","pcrparin",29,"tolima",966,"alpujarra",2009,97.96
"13690","pcrparin",2,"antioquia",15,"angelopolis",2009,98.63
"13691","ttdiesti",2,"antioquia",29,"briceno",2009,26.54
"13692","pcrparin",6,"boyaca",226,"cuitiva",2009,94.74
"13693","pcrparin",2,"antioquia",99,"san jeronimo",2009,99.25
"13694","pcrparin",5,"bolivar",175,"mahates",2009,99.14
"13695","ttdiesti",5,"bolivar",NA,"cartagena",2009,16.64
"13696","ttdiesti",27,"santander",930,"santa helena del opon",2009,25.14
"13697","pbepredg",24,"quindio",NA,NA,2009,NA
"13698","pcrparin",21,"narino",729,"el tablon de gomez",2009,97.35
"13699","ttdiesti",14,"cundinamarca",537,"la mesa",2009,13.04
"13700","ttdiesti",14,"cundinamarca",575,"sopo",2009,12.14
"13701","pcrparin",6,"boyaca",240,"guican",2009,100
"13702","pcrparin",14,"cundinamarca",519,"funza",2009,99.25
"13703","pcrparin",20,"meta",671,"guamal",2009,100
"13704","ttdiesti",2,"antioquia",42,"cisneros",2009,15.16
"13705","ttdiesti",2,"antioquia",123,"valdivia",2009,31.6
"13706","ttdiesti",17,"huila",649,"tesalia",2009,15.73
"13707","ttdiesti",9,"caqueta",376,"curillo",2009,28.16
"13708","pcrparin",2,"antioquia",59,"girardota",2009,99.59
"13709","pcrparin",30,"valle del cauca",1017,"buenaventura",2009,96.42
"13710","pcrparin",5,"bolivar",192,"simiti",2009,95.45
"13711","ttdiesti",24,"quindio",836,"quimbaya",2009,16.71
"13712","ttdiesti",21,"narino",740,"la florida",2009,17.12
"13713","pcrparin",27,"santander",925,"san joaquin",2009,88.89
"13714","ttdiesti",28,"sucre",944,"chalan",2009,30.29
"13715","pcrparin",28,"sucre",944,"chalan",2009,100
"13716","ttdiesti",22,"norte de santander",806,"santiago",2009,12.61
"13717","ttdiesti",21,"narino",736,"iles",2009,22.86
"13718","pcrparin",24,"quindio",833,"la tebaida",2009,97.97
"13719","ttdiesti",2,"antioquia",43,"cocorna",2009,17.25
"13720","cgrnacim",25,"risaralda",NA,NA,2009,6537
"13721","ttdiesti",9,"caqueta",383,"puerto rico",2009,23.11
"13722","pcrperca",25,"risaralda",NA,NA,2009,98.50296965
"13723","ttdiesti",8,"caldas",352,"chinchina",2009,16.68
"13724","pcrparin",8,"caldas",360,"marulanda",2009,100
"13725","ttdiesti",28,"sucre",NA,"covenas",2009,33.84
"13726","pcrparin",14,"cundinamarca",551,"nocaima",2009,100
"13727","ttdiesti",2,"antioquia",56,"frontino",2009,21.11
"13728","pcrparin",16,"guaviare",NA,NA,2009,95.97222222
"13729","pcrparin",30,"valle del cauca",704,"restrepo",2009,99.55
"13730","ttdiesti",29,"tolima",998,"purificacion",2009,18.81
"13731","pcrparin",2,"antioquia",93,"sabanalarga",2009,94.55
"13732","pbehtaco",27,"santander",NA,NA,2009,NA
"13733","pcrparin",6,"boyaca",215,"chinavita",2009,100
"13734","ttdiesti",17,"huila",284,"santa maria",2009,20.89
"13735","pcrparin",19,"magdalena",NA,"nueva granada",2009,100
"13736","pcrparin",2,"antioquia",25,"belmira",2009,100
"13737","rgrtgfec",17,"huila",NA,NA,2009,NA
"13738","pcrparin",4,"atlantico",160,"suan",2009,98.96
"13739","pcrparin",18,"la guajira",NA,"dibulla",2009,97.58
"13740","ttdiesti",14,"cundinamarca",561,"quipile",2009,24.31
"13741","ttdiesti",4,"atlantico",161,"tubara",2009,15.7
"13742","ttdiesti",21,"narino",713,"aldana",2009,24.57
"13743","ttdiesti",13,"choco",NA,"atrato",2009,42.65
"13744","ttdiesti",30,"valle del cauca",1033,"la cumbre",2009,17.42
"13745","ttdiesti",20,"meta",685,"cabuyaro",2009,27.88
"13746","ttdiesti",27,"santander",854,"san andres",2009,16.63
"13747","ttdiesti",4,"atlantico",143,"candelaria",2009,16.33
"13748","ttdiesti",14,"cundinamarca",538,"la palma",2009,13.96
"13749","pgeembar",6,"boyaca",NA,NA,2009,NA
"13750","pcrperca",11,"cauca",NA,NA,2009,94.70051341
"13751","ttdiesti",14,"cundinamarca",514,"el penon",2009,24.42
"13752","pcrparin",19,"magdalena",NA,"santa barbara de pinto",2009,94.7
"13753","rgrtgfec",29,"tolima",NA,NA,2009,NA
"13754","pcrparin",2,"antioquia",115,"tamesis",2009,99.38
"13755","ttdiesti",14,"cundinamarca",520,"fusagasuga",2009,12.8
"13756","pcrparin",2,"antioquia",NA,"carolina",2009,100
"13757","pgeembar",28,"sucre",NA,NA,2009,NA
"13758","ttdiesti",14,"cundinamarca",602,"yacopi",2009,23.19
"13759","rtrmorpu",2,"antioquia",NA,NA,2009,55.84
"13760","ttdiesti",21,"narino",768,"sapuyes",2009,17.41
"13761","pcrparin",2,"antioquia",111,"santo domingo",2009,97.45
"13762","pcrparin",29,"tolima",972,"cajamarca",2009,97.01
"13763","pcrparin",2,"antioquia",47,"dabeiba",2009,96.85
"13764","pcrparin",14,"cundinamarca",589,"topaipi",2009,94.44
"13765","ttdiesti",28,"sucre",952,"morroa",2009,31.48
"13766","ttdnesti",18,"la guajira",NA,NA,2009,42.22447273
"13767","pcrparin",27,"santander",868,"cepita",2009,100
"13768","pcrparin",2,"antioquia",44,"concepcion",2009,100
"13769","ttdnesti",1,"amazonas",NA,NA,2009,NA
"13770","ttdiesti",16,"guaviare",NA,NA,2009,36.40877598
"13771","ttdiesti",17,"huila",652,"yaguara",2009,13.08
"13772","pcrparin",6,"boyaca",265,"pauna",2009,94.4
"13773","pcrparin",30,"valle del cauca",1036,"obando",2009,98.82
"13774","ttdiesti",11,"cauca",428,"padilla",2009,14.08
"13775","rgrtgfec",30,"valle del cauca",NA,NA,2009,NA
"13776","pcrparin",6,"boyaca",203,"berbeo",2009,100
"13777","ttdiesti",23,"putumayo",98,"san francisco",2009,15.28
"13778","pcrparin",17,"huila",61,"guadalupe",2009,95.15
"13779","ttdiesti",6,"boyaca",278,"san eduardo",2009,14.97
"13780","ttdiesti",10,"casanare",390,"hato corozal",2009,46.03
"13781","pcrparin",32,"vichada",1060,"cumaribo",2009,82.77
"13782","pcrparin",14,"cundinamarca",563,"san antonio del tequendama",2009,96.15
"13783","pcrparin",7,"cordoba",NA,"lorica",2009,99.29
"13784","pcrparin",2,"antioquia",127,"vigia del fuerte",2009,96.77
"13785","pcrparin",22,"norte de santander",777,"bucarasica",2009,91.3
"13786","ttdiesti",2,"antioquia",79,"mutata",2009,27.67
"13787","ttdiesti",17,"huila",628,"hobo",2009,19.14
"13788","pcrparin",14,"cundinamarca",98,"san francisco",2009,100
"13789","ttdiesti",12,"cesar",446,"agustin codazzi",2009,26.26
"13790","pcrparin",27,"santander",881,"el guacamayo",2009,80
"13791","pcrparin",21,"narino",768,"sapuyes",2009,100
"13792","ttdiesti",6,"boyaca",229,"duitama",2009,11.53
"13793","ttdiesti",22,"norte de santander",NA,"cucuta",2009,11.56
"13794","ttdiesti",11,"cauca",419,"inza",2009,28.56
"13795","pbrmivih",30,"valle del cauca",NA,NA,2009,3.4
"13796","pcrparin",21,"narino",755,"puerres",2009,96.33
"13797","pgeembar",2,"antioquia",NA,NA,2009,NA
"13798","ttdiesti",20,"meta",671,"guamal",2009,21.23
"13799","pcrparin",22,"norte de santander",795,"lourdes",2009,94.23
"13800","pcrparin",23,"putumayo",806,"santiago",2009,81.55
"13801","ttdiesti",18,"la guajira",659,"san juan del cesar",2009,19.26
"13802","pcrparin",21,"narino",416,"el tambo",2009,95.16
"13803","pcrparin",20,"meta",685,"cabuyaro",2009,100
"13804","ttdiesti",6,"boyaca",290,"siachoque",2009,30.4
"13805","pcrrncpn",11,"cauca",NA,NA,2009,79.05
"13806","ttdiesti",30,"valle del cauca",1018,"bugalagrande",2009,14.61
"13807","ttdiesti",5,"bolivar",NA,"regidor",2009,34.78
"13808","ttdiesti",8,"caldas",359,"marquetalia",2009,15.34
"13809","ttdiesti",6,"boyaca",277,"samaca",2009,16.85
"13810","ttdiesti",2,"antioquia",60,"granada",2009,17.36
"13811","rgrtgfec",22,"norte de santander",NA,NA,2009,NA
"13812","pcrrncpn",3,"arauca",NA,NA,2009,81.51
"13813","pcrparin",27,"santander",939,"vetas",2009,100
"13814","pcrparin",2,"antioquia",58,"giraldo",2009,95.95
"13815","pcrparin",15,"guainia",608,"pana pana",2009,100
"13816","pcrparin",6,"boyaca",314,"turmeque",2009,97.94
"13817","ttdiesti",6,"boyaca",320,"viracacha",2009,18.13
"13818","ttdiesti",28,"sucre",959,"san onofre",2009,28.76
"13819","ttdiesti",27,"santander",909,"ocamonte",2009,18.49
"13820","ttdiesti",22,"norte de santander",808,"sardinata",2009,17.27
"13821","caelacex",23,"putumayo",NA,NA,2009,NA
"13822","pcrparin",2,"antioquia",45,"concordia",2009,94.64
"13823","pcrparin",2,"antioquia",122,"urrao",2009,98
"13824","ttdiesti",10,"casanare",388,"aguazul",2009,20.06
"13825","pcrparin",2,"antioquia",41,"chigorodo",2009,98.59
"13826","ttdiesti",6,"boyaca",283,"san pablo de borbur",2009,23.52
"13827","pcrparin",30,"valle del cauca",1033,"la cumbre",2009,99.24
"13828","ttdiesti",6,"boyaca",231,"el espino",2009,21.17
"13829","ttdiesti",6,"boyaca",314,"turmeque",2009,16.44
"13830","ctrmormt",6,"boyaca",NA,NA,2009,14
"13831","pcrparin",21,"narino",727,"el charco",2009,65.71
"13832","ttdiesti",4,"atlantico",158,"santo tomas",2009,20.13
"13833","pbrmivih",16,"guaviare",NA,NA,2009,NA
"13834","ttdiesti",2,"antioquia",18,"anza",2009,16.39
"13835","ttdiesti",29,"tolima",987,"ibague",2009,12.8
"13836","pcrparin",2,"antioquia",78,"murindo",2009,95.56
"13837","pcrparin",30,"valle del cauca",1030,"guacari",2009,100
"13838","pcrparin",27,"santander",884,"encino",2009,91.67
"13839","ttdiesti",2,"antioquia",NA,"carolina",2009,16.32
"13840","ttdiesti",2,"antioquia",126,"venecia",2009,15.72
"13841","ttdiesti",21,"narino",739,"la cruz",2009,22.17
"13842","pcrparin",21,"narino",758,"roberto payan",2009,88.35
"13843","igrtgfec",26,"san andres y providencia",NA,NA,2009,NA
"13844","pcrparin",28,"sucre",NA,"el roble",2009,97.69
"13845","pcrparin",18,"la guajira",655,"fonseca",2009,98.48
"13846","rtrmorpu",20,"meta",NA,NA,2009,51.48
"13847","pcrparin",14,"cundinamarca",604,"zipaquira",2009,99.41
"13848","ttdiesti",22,"norte de santander",782,"convencion",2009,14.14
"13849","pcrparin",2,"antioquia",16,"angostura",2009,98.75
"13850","pcrparin",6,"boyaca",247,"labranzagrande",2009,100
"13851","ttdiesti",10,"casanare",401,"san luis de palenque",2009,35.79
"13852","pcrparin",32,"vichada",NA,NA,2009,85.1590106
"13853","ttdiesti",14,"cundinamarca",593,"utica",2009,13.64
"13854","pcrparin",2,"antioquia",105,"san rafael",2009,98.93
"13855","ttdiesti",21,"narino",742,"la tola",2009,39.23
"13856","ttdiesti",27,"santander",917,"puente nacional",2009,25.72
"13857","ttdiesti",21,"narino",80,"narino",2009,19.88
"13858","ttdiesti",17,"huila",642,"saladoblanco",2009,26.33
"13859","pcrparin",17,"huila",629,"iquira",2009,66.35
"13860","pcrparin",29,"tolima",999,"rioblanco",2009,83.51
"13861","pcrparin",2,"antioquia",92,"rionegro",2009,99.65
"13862","pcrparin",28,"sucre",953,"ovejas",2009,99.23
"13863","pcrparin",20,"meta",707,"san juanito",2009,96.43
"13864","pcrparin",2,"antioquia",NA,"la pintada",2009,98.92
"13865","ttdiesti",30,"valle del cauca",1030,"guacari",2009,13.41
"13866","ttdiesti",5,"bolivar",166,"barranco de loba",2009,30.08
"13867","ttdiesti",31,"vaupes",NA,"papunaua ",2009,34.91
"13868","ttdiesti",13,"choco",476,"el canton del san pablo",2009,60.9
"13869","ttdiesti",21,"narino",562,"ricaurte",2009,46.34
"13870","ttdiesti",29,"tolima",981,"falan",2009,14.07
"13871","ttdiesti",6,"boyaca",311,"tota",2009,26.82
"13872","pcrparin",27,"santander",27,"betulia",2009,97.92
"13873","pcrparin",7,"cordoba",342,"san bernardo del viento",2009,99.19
"13874","ttdiesti",4,"atlantico",159,"soledad",2009,16.17
"13875","pcrparin",5,"bolivar",191,"santa rosa",2009,98.02
"13876","pcrparin",6,"boyaca",246,"la victoria",2009,87.5
"13877","ttdiesti",14,"cundinamarca",60,"granada",2009,16.86
"13878","pcrparin",6,"boyaca",217,"chiscas",2009,95.35
"13879","ttdiesti",7,"cordoba",327,"chinu",2009,27.64
"13880","pcrparin",11,"cauca",429,"patia",2009,97.38
"13881","ttdiesti",14,"cundinamarca",499,"caqueza",2009,13.3
"13882","ttdiesti",27,"santander",926,"san jose de miranda",2009,20.5
"13883","pbrmivih",12,"cesar",NA,NA,2009,20
"13884","rtrmorpu",22,"norte de santander",NA,NA,2009,50.49
"13885","pcrparin",28,"sucre",NA,"la union",2009,99.48
"13886","ttdiesti",12,"cesar",463,"rio de oro",2009,17.63
"13887","pcrparin",13,"choco",479,"istmina",2009,98.26
"13888","pcrparin",21,"narino",NA,"pasto",2009,99.05
"13889","ttdiesti",11,"cauca",421,"la sierra",2009,22.6
"13890","pbretaia",29,"tolima",NA,NA,2009,NA
"13891","pcrparin",4,"atlantico",153,"puerto colombia",2009,99.3
"13892","pcrparin",25,"risaralda",NA,NA,2009,98.45415345
"13893","rtrmorpu",NA,"bogota",NA,NA,2009,52.68
"13894","pcrparin",27,"santander",938,"valle de san jose",2009,97.98
"13895","ttdiesti",14,"cundinamarca",562,"ricaurte",2009,15.96
"13896","ttdiesti",14,"cundinamarca",583,"tena",2009,15.42
"13897","pcrparin",7,"cordoba",334,"planeta rica",2009,99.68
"13898","pcrparin",7,"cordoba",333,"monteria",2009,99.72
"13899","ttdiesti",6,"boyaca",242,"jenesano",2009,17.09
"13900","pcrparin",29,"tolima",NA,"palocabildo",2009,98.1
"13901","ttdiesti",2,"antioquia",73,"liborina",2009,17.67
"13902","pbrmivih",5,"bolivar",NA,NA,2009,NA
"13903","pcrparin",30,"valle del cauca",1044,"sevilla",2009,99.46
"13904","pcrparin",5,"bolivar",172,"el carmen de bolivar",2009,99.84
"13905","pbrmivih",27,"santander",NA,NA,2009,4.2
"13906","pcrparin",21,"narino",715,"arboleda",2009,95.33
"13907","pcrparin",8,"caldas",369,"supia",2009,97.7
"13908","ttdiesti",21,"narino",NA,NA,2009,13.84456522
"13909","pcrrncpn",5,"bolivar",NA,NA,2009,85.27
"13910","pgeembar",9,"caqueta",NA,NA,2009,NA
"13911","pcrperca",14,"cundinamarca",NA,NA,2009,99.41810524
"13912","ttdiesti",6,"boyaca",301,"sutatenza",2009,27.77
"13913","pcrrncpn",15,"guainia",NA,NA,2009,46.09
"13914","ttdiesti",27,"santander",870,"charala",2009,16.89
"13915","pcrparin",6,"boyaca",220,"chivata",2009,97.37
"13916","ttdnesti",NA,"bogota",NA,NA,2009,16.82839349
"13917","ttdiesti",17,"huila",619,"algeciras",2009,23.73
"13918","ttdiesti",19,"magdalena",676,"remolino",2009,23.12
"13919","pbrmivih",23,"putumayo",NA,NA,2009,NA
"13920","pcrparin",23,"putumayo",825,"villagarzon",2009,83.83
"13921","pcrparin",5,"bolivar",165,"arjona",2009,97.94
"13922","ptrldeng",6,"boyaca",NA,NA,2009,0
"13923","ttdiesti",6,"boyaca",215,"chinavita",2009,22.68
"13924","ttdnesti",4,"atlantico",NA,NA,2009,20.73336677
"13925","pcrparin",29,"tolima",994,"ortega",2009,72.21
"13926","ttdiesti",12,"cesar",454,"el paso",2009,27.14
"13927","pcrparin",2,"antioquia",60,"granada",2009,98.96
"13928","ttdiesti",6,"boyaca",258,"oicata",2009,19.45
"13929","pcrrncpn",30,"valle del cauca",NA,NA,2009,88.55
"13930","pcrparin",17,"huila",632,"la plata",2009,93.21
"13931","ttdiesti",14,"cundinamarca",592,"une",2009,15.68
"13932","pcrparin",12,"cesar",NA,"pueblo bello",2009,97.52
"13933","ttdiesti",26,"san andres y providencia",754,"providencia",2009,23.87
"13934","pcrparin",21,"narino",739,"la cruz",2009,97.34
"13935","pcrparin",19,"magdalena",672,"pedraza",2009,98.48
"13936","cgrnacim",22,"norte de santander",NA,NA,2009,20355
"13937","pcrparin",2,"antioquia",81,"nechi",2009,97.48
"13938","ttdiesti",NA,"bogota",NA,"bogota d.c.",2009,13.57
"13939","pcrparin",2,"antioquia",NA,NA,2009,98.90989471
"13940","ttdiesti",30,"valle del cauca",1024,"el aguila",2009,17.26
"13941","ttdiesti",6,"boyaca",288,"sativanorte",2009,21.33
"13942","pcrparin",2,"antioquia",96,"san andres de cuerquia",2009,96.88
"13943","ttdiesti",3,"arauca",133,"arauca",2009,27.98
"13944","pcrparin",14,"cundinamarca",558,"puli",2009,89.29
"13945","ttdiesti",21,"narino",754,"providencia",2009,22.02
"13946","rgrtgfec",9,"caqueta",NA,NA,2009,NA
"13947","pcrparin",5,"bolivar",167,"cordoba",2009,87.92
"13948","pcrparin",29,"tolima",1001,"rovira",2009,97.63
"13949","pcrparin",2,"antioquia",26,"betania",2009,98.7
"13950","cgrnacim",17,"huila",NA,NA,2009,5517
"13951","pcrrncpn",18,"la guajira",NA,NA,2009,74.47
"13952","ttdnesti",17,"huila",NA,NA,2009,25.2686332
"13953","ttdiesti",30,"valle del cauca",1028,"florida",2009,12.96
"13954","pcrparin",5,"bolivar",180,"morales",2009,96.6
"13955","pcrparin",13,"choco",473,"bajo baudo",2009,91.23
"13956","ttdiesti",20,"meta",689,"el castillo",2009,25.17
"13957","pcrparin",17,"huila",652,"yaguara",2009,99.02
"13958","ctrmormt",12,"cesar",NA,NA,2009,9
"13959","ttdiesti",12,"cesar",NA,NA,2009,20.61956687
"13960","ttdiesti",2,"antioquia",49,"ebejico",2009,16.27
"13961","caelacex",30,"valle del cauca",NA,NA,2009,NA
"13962","pcrparin",28,"sucre",NA,"san luis de since",2009,99.59
"13963","ptrldeng",16,"guaviare",NA,NA,2009,50
"13964","igrtgfec",10,"casanare",NA,NA,2009,NA
"13965","pcrparin",6,"boyaca",289,"sativasur",2009,100
"13966","pcrparin",2,"antioquia",18,"anza",2009,96.72
"13967","pcrparin",14,"cundinamarca",NA,"villa pinzon",2009,97.99
"13968","pcrparin",17,"huila",631,"la argentina",2009,95.75
"13969","ttdiesti",11,"cauca",434,"rosas",2009,22.87
"13970","ttdiesti",21,"narino",491,"alban",2009,19.67
"13971","ttdiesti",6,"boyaca",255,"muzo",2009,14.57
"13972","ttdiesti",27,"santander",500,"cabrera",2009,19.31
"13973","ttdiesti",14,"cundinamarca",422,"la vega",2009,13.38
"13974","ttdiesti",6,"boyaca",251,"mongua",2009,24.86
"13975","ptrldeng",26,"san andres y providencia",NA,NA,2009,0
"13976","ttdiesti",24,"quindio",837,"salento",2009,14.51
"13977","pcrparin",14,"cundinamarca",499,"caqueza",2009,100
"13978","pbepredc",5,"bolivar",NA,NA,2009,NA
"13979","pcrparin",27,"santander",941,"zapatoca",2009,100
"13980","pcrparin",23,"putumayo",NA,"mocoa",2009,99.38
"13981","ptrldeng",29,"tolima",NA,NA,2009,0
"13982","ttdiesti",23,"putumayo",824,"valle del guamuez",2009,27.86
"13983","ttdiesti",27,"santander",932,"socorro",2009,10.26
"13984","ttdiesti",23,"putumayo",NA,NA,2009,20.70915127
"13985","pcrrncpn",4,"atlantico",NA,NA,2009,82.4
"13986","pcrparin",14,"cundinamarca",495,"arbelaez",2009,99.33
"13987","pcrparin",27,"santander",924,"san gil",2009,99.87
"13988","pcrparin",13,"choco",486,"san jose del palmar",2009,71.3
"13989","pcrparin",30,"valle del cauca",1012,"alcala",2009,97.58
"13990","pcrperca",2,"antioquia",NA,NA,2009,98.9389797
"13991","ttdiesti",2,"antioquia",37,"caramanta",2009,15.97
"13992","ttdiesti",2,"antioquia",132,"zaragoza",2009,24.57
"13993","ttdiesti",8,"caldas",363,"palestina",2009,16.42
"13994","ttdiesti",4,"atlantico",140,"baranoa",2009,18.04
"13995","ttdnesti",23,"putumayo",NA,NA,2009,32.97477037
"13996","pcrperca",31,"vaupes",NA,NA,2009,50.80906149
"13997","pcrparin",29,"tolima",102,"san luis",2009,98.16
"13998","ttdiesti",2,"antioquia",45,"concordia",2009,21.17
"13999","pbepredc",1,"amazonas",NA,NA,2009,NA
"14000","ttdiesti",2,"antioquia",116,"taraza",2009,25.4
"14001","pcrrncpn",29,"tolima",NA,NA,2009,82.8
"14002","ttdiesti",14,"cundinamarca",521,"gachala",2009,21.95
"14003","ttdiesti",14,"cundinamarca",126,"venecia",2009,15.68
"14004","ttdiesti",2,"antioquia",75,"marinilla",2009,10.94
"14005","pcrparin",11,"cauca",260,"paez",2009,69.38
"14006","pcrparin",15,"guainia",NA,"mapiripana",2009,75
"14007","ttdiesti",4,"atlantico",144,"galapa",2009,23.83
"14008","pcrrncpn",1,"amazonas",NA,NA,2009,52.82
"14009","pcrparin",14,"cundinamarca",590,"ubala",2009,96.77
"14010","ttdiesti",30,"valle del cauca",1026,"el cerrito",2009,14.69
"14011","rtrmorpu",29,"tolima",NA,NA,2009,48.27
"14012","ttdiesti",6,"boyaca",286,"santa sofia",2009,18.87
"14013","ttdiesti",27,"santander",895,"guavata",2009,29.01
"14014","pcrrncpn",25,"risaralda",NA,NA,2009,87.14
"14015","pcrparin",29,"tolima",1008,"valle de san juan",2009,97.14
"14016","ttdiesti",7,"cordoba",328,"cienaga de oro",2009,32.02
"14017","rtrmorpu",28,"sucre",NA,NA,2009,77.17
"14018","ttdiesti",14,"cundinamarca",560,"quetame",2009,16.68
"14019","ttdiesti",11,"cauca",379,"florencia",2009,13.84
"14020","pcrparin",22,"norte de santander",781,"chitaga",2009,97.66
"14021","ttdnesti",12,"cesar",NA,NA,2009,29.12453489
"14022","pcrparin",27,"santander",911,"onzaga",2009,94.55
"14023","pbepredc",10,"casanare",NA,NA,2009,NA
"14024","pcrparin",27,"santander",883,"el playon",2009,96.67
"14025","pbrmivih",14,"cundinamarca",NA,NA,2009,NA
"14026","pcrparin",2,"antioquia",55,"fredonia",2009,99.19
"14027","ttdiesti",5,"bolivar",184,"san fernando",2009,33.29
"14028","ttdiesti",20,"meta",697,"mapiripan",2009,40.3
"14029","ttdiesti",2,"antioquia",31,"caceres",2009,24.12
"14030","pcrparin",27,"santander",905,"macaravita",2009,100
"14031","ttdiesti",6,"boyaca",208,"buenavista",2009,17.08
"14032","pcrparin",27,"santander",854,"san andres",2009,97.08
"14033","pcrparin",6,"boyaca",239,"guayata",2009,97.5
"14034","ttdiesti",21,"narino",769,"taminango",2009,21.19
"14035","ttdiesti",7,"cordoba",342,"san bernardo del viento",2009,22.24
"14036","pcrparin",21,"narino",NA,"san andres de tumaco",2009,99.46
"14037","pcrparin",10,"casanare",394,"nunchia",2009,93.27
"14038","ttdiesti",2,"antioquia",NA,"santafe de antioquia",2009,20.01
"14039","ttdiesti",17,"huila",648,"teruel",2009,20.01
"14040","pcrparin",13,"choco",483,"nuqui",2009,67.24
